TIMESTAMP,ENCODER 1 TICKS,ENCODER 2 TICKS
922815,1128465,89603797
923566,1128465,89603797
924816,1128465,89603797
925816,1128465,89603797
926816,1128465,89603797
927816,1128465,89603797
928566,1128465,89603797
929566,1128465,89603797
930815,1128465,89603797
931816,1128465,89603797
932815,1128465,89603797
933815,1128465,89603797
934816,1128465,89603797
935816,1128465,89603797
936816,1128465,89603797
937816,1128465,89603797
938816,1128465,89603797
939566,1128465,89603797
940816,1128465,89603797
941816,1128465,89603797
942816,1128465,89603797
943566,1128465,89603797
944565,1128465,89603797
945566,1128465,89603797
946816,1128465,89603797
947815,1128465,89603797
948816,1128465,89603797
949816,1128465,89603797
950815,1128465,89603797
951816,1128465,89603797
952815,1128465,89603797
953816,1128465,89603797
954816,1128465,89603797
955816,1128465,89603797
956816,1128465,89603797
957815,1128465,89603797
958566,1128465,89603797
959816,1128465,89603797
960816,1128465,89603797
961815,1128465,89603797
962815,1128465,89603797
963816,1128465,89603797
964816,1128465,89603797
965815,1128465,89603797
966815,1128465,89603797
967816,1128465,89603797
968816,1128465,89603797
969566,1128465,89603797
970816,1128465,89603797
971816,1128465,89603797
972816,1128465,89603797
973566,1128465,89603797
974566,1129594,89603797
975816,1129594,89603797
976816,1129594,89603797
977816,1129594,89603797
978566,1129594,89603797
979816,1129594,89603797
980816,1129594,89603797
981815,1129594,89717605
982815,1129594,89717605
983815,1129594,89717605
984815,1129594,89717605
985816,1129594,89717605
986815,1129594,89717605
987565,1129594,89717605
988816,1129594,89717605
989815,1129594,89717605
990816,1129594,89717605
991816,1129594,89717605
992815,1129594,89717605
993565,1129594,89717605
994816,1129594,89717605
995816,1129594,89717605
996816,1129594,89717605
997816,1129594,89717605
998816,1129594,89717605
999816,1129594,89717605
1000816,1129594,89717605
1001816,1129594,89717605
1002815,1129594,89717605
1003816,1129594,89717605
1004566,1129594,89717605
1005816,1129594,89717605
1006816,1129594,89717605
1007816,1129594,89717605
1008816,1129594,89717605
1009816,1129594,89717605
1010815,1129594,89717605
1011815,1129594,89717605
1012565,1129594,89717605
1013815,1129594,89717605
1014815,1129594,89717605
1015816,1129594,89717605
1016815,1129594,89717605
1017816,1129594,89717605
1018816,1129594,89717605
1019816,1129594,89717605
1020816,1129594,89717605
1021816,1129594,89717605
1022816,1129594,89717605
1023816,1129594,89717605
1024816,1129594,89717605
1025816,1129594,89717605
1026816,1129594,89717605
1027816,1129594,89717605
1028816,1129594,89717605
1029816,1129594,89717605
1030816,1129594,89717605
1031565,1129594,89717605
1032816,1129594,89717605
1033815,1129594,89717605
1034816,1129594,89717605
1035816,1129594,89717605
1036566,1129594,89717605
1037816,1129594,89717605
1038816,1130719,89717605
1039816,1130719,89717605
1040815,1130719,89717605
1041816,1130719,89717605
1042815,1130719,89717605
1043815,1130719,89717605
1044815,1130719,89717605
1045816,1130719,89717605
1046565,1130719,89832340
1047816,1130719,89832340
1048815,1130719,89832340
1049816,1130719,89832340
1050566,1130719,89832340
1051815,1130719,89832340
1052565,1130719,89832340
1053815,1130719,89832340
1054816,1130719,89832340
1055566,1130719,89832340
1056816,1130719,89832340
1057816,1130719,89832340
1058815,1130719,89832340
1059816,1130719,89832340
1060816,1130719,89832340
1061816,1130719,89832340
1062816,1130719,89832340
1063816,1130719,89832340
1064566,1130719,89832340
1065565,1130719,89832340
1066566,1130719,89832340
1067816,1130719,89832340
1068816,1130719,89832340
1069815,1130719,89832340
1070816,1130719,89832340
1071816,1130719,89832340
1072815,1130719,89832340
1073565,1130719,89832340
1074566,1130719,89832340
1075816,1130719,89832340
1076815,1130719,89832340
1077816,1130719,89832340
1078816,1130719,89832340
1079816,1130719,89832340
1080816,1130719,89832340
1081815,1130719,89832340
1082815,1130719,89832340
1083566,1130719,89832340
1084566,1130719,89832340
1085816,1130719,89832340
1086816,1130719,89832340
1087566,1130719,89832340
1088566,1130719,89832340
1089815,1130719,89832340
1090816,1130719,89832340
1091816,1130719,89832340
1092566,1130719,89832340
1093816,1130719,89832340
1094816,1130719,89832340
1095816,1130719,89832340
1096816,1130719,89832340
1097816,1130719,89832340
1098815,1130719,89832340
1099816,1130719,89832340
1100815,1130719,89832340
1101816,1130719,89832340
1102565,1131837,89832340
1103816,1131837,89832340
1104815,1131837,89832340
1105816,1131837,89832340
1106816,1131837,89832340
1107565,1131837,89832340
1108816,1131837,89832340
1109815,1131837,89944560
1110816,1131837,89944560
1111816,1131837,89944560
1112565,1131837,89944560
1113816,1131837,89944560
1114816,1131837,89944560
1115816,1131837,89944560
1116566,1131837,89944560
1117816,1131837,89944560
1118816,1131837,89944560
1119816,1131837,89944560
1120816,1131837,89944560
1121566,1131837,89944560
1122566,1131837,89944560
1123816,1131837,89944560
1124566,1131837,89944560
1125816,1131837,89944560
1126815,1131837,89944560
1127815,1131837,89944560
1128816,1131837,89944560
1129816,1131837,89944560
1130565,1131837,89944560
1131816,1131837,89944560
1132816,1131837,89944560
1133816,1131837,89944560
1134816,1131837,89944560
1135815,1131837,89944560
1136816,1131837,89944560
1137815,1131837,89944560
1138565,1131837,89944560
1139816,1131837,89944560
1140816,1131837,89944560
1141816,1131837,89944560
1142816,1131837,89944560
1143815,1131837,89944560
1144816,1131837,89944560
1145566,1131837,89944560
1146565,1131837,89944560
1147816,1131837,89944560
1148816,1131837,89944560
1149815,1131837,89944560
1150816,1131837,89944560
1151816,1131837,89944560
1152566,1131837,89944560
1153565,1131837,89944560
1154566,1131837,89944560
1155816,1131837,89944560
1156816,1131837,89944560
1157816,1131837,89944560
1158566,1131837,89944560
1159566,1131837,89944560
1160816,1131837,89944560
1161816,1131837,89944560
1162816,1131837,89944560
1163566,1131837,89944560
1164816,1131837,89944560
1165816,1131837,89944560
1166815,1132977,89944560
1167816,1132977,89944560
1168816,1132977,89944560
1169566,1132977,89944560
1170816,1132977,89944560
1171816,1132977,89944560
1172816,1132977,89944560
1173566,1132977,90057923
1174816,1132977,90057923
1175815,1132977,90057923
1176816,1132977,90057923
1177816,1132977,90057923
1178566,1132977,90057923
1179816,1132977,90057923
1180815,1132977,90057923
1181816,1132977,90057923
1182816,1132977,90057923
1183816,1132977,90057923
1184816,1132977,90057923
1185816,1132977,90057923
1186815,1132977,90057923
1187566,1132977,90057923
1188566,1132977,90057923
1189565,1132977,90057923
1190815,1132977,90057923
1191815,1132977,90057923
1192566,1132977,90057923
1193565,1132977,90057923
1194815,1132977,90057923
1195566,1132977,90057923
1196815,1132977,90057923
1197565,1132977,90057923
1198816,1132977,90057923
1199815,1132977,90057923
1200815,1132977,90057923
1201816,1132977,90057923
1202815,1132977,90057923
1203816,1132977,90057923
1204816,1132977,90057923
1205815,1132977,90057923
1206566,1132977,90057923
1207566,1132977,90057923
1208816,1132977,90057923
1209566,1132977,90057923
1210816,1132977,90057923
1211566,1132977,90057923
1212566,1132977,90057923
1213816,1132977,90057923
1214816,1132977,90057923
1215565,1132977,90057923
1216816,1132977,90057923
1217815,1132977,90057923
1218816,1132977,90057923
1219816,1132977,90057923
1220815,1132977,90057923
1221816,1132977,90057923
1222816,1132977,90057923
1223816,1132977,90057923
1224566,1132977,90057923
1225816,1132977,90057923
1226566,1132977,90057923
1227566,1132977,90057923
1228815,1132977,90057923
1229816,1132977,90057923
1230565,1134089,90057923
1231815,1134089,90057923
1232815,1134089,90057923
1233816,1134089,90057923
1234816,1134089,90057923
1235815,1134089,90057923
1236816,1134089,90057923
1237816,1134089,90170492
1238816,1134089,90170492
1239816,1134089,90170492
1240566,1134089,90170492
1241816,1134089,90170492
1242816,1134089,90170492
1243816,1134089,90170492
1244565,1134089,90170492
1245566,1134089,90170492
1246815,1134089,90170492
1247815,1134089,90170492
1249316,1134089,90170492
1250815,1134089,90170492
1251815,1134089,90170492
1252816,1134089,90170492
1253815,1134089,90170492
1254815,1134089,90170492
1255815,1134089,90170492
1256815,1134089,90170492
1257816,1134089,90170492
1258565,1134089,90170492
1259565,1134089,90170492
1260566,1134089,90170492
1261816,1134089,90170492
1262816,1134089,90170492
1264316,1134089,90170492
1265816,1134089,90170492
1266816,1134089,90170492
1267815,1134089,90170492
1268566,1134089,90170492
1269816,1134089,90170492
1270816,1134089,90170492
1271816,1134089,90170492
1272815,1134089,90170492
1273816,1134089,90170492
1274815,1134089,90170492
1275566,1134089,90170492
1276815,1134089,90170492
1277816,1134089,90170492
1278815,1134089,90170492
1279816,1134089,90170492
1280566,1134089,90170492
1281815,1134089,90170492
1282816,1134089,90170492
1283816,1134089,90170492
1284815,1134089,90170492
1285815,1134089,90170492
1286815,1134089,90170492
1287816,1134089,90170492
1288816,1134089,90170492
1289815,1134089,90170492
1290816,1134089,90170492
1291566,1134089,90170492
1292815,1134089,90170492
1293816,1134089,90170492
1294566,1134089,90170492
1295816,1134089,90170492
1296816,1135223,90170492
1297816,1135223,90170492
1298816,1135223,90170492
1299816,1135223,90170492
1300816,1135223,90170492
1301816,1135223,90170492
1302816,1135223,90170492
1303816,1135223,90286987
1304816,1135223,90286987
1305816,1135223,90286987
1306815,1135223,90286987
1307816,1135223,90286987
1308565,1135223,90286987
1309816,1135223,90286987
1310815,1135223,90286987
1311815,1135223,90286987
1312815,1135223,90286987
1313566,1135223,90286987
1314815,1135223,90286987
1315815,1135223,90286987
1316816,1135223,90286987
1317566,1135223,90286987
1318816,1135223,90286987
1319816,1135223,90286987
1320816,1135223,90286987
1321816,1135223,90286987
1322566,1135223,90286987
1323566,1135223,90286987
1324816,1135223,90286987
1325565,1135223,90286987
1326815,1135223,90286987
1327566,1135223,90286987
1328816,1135223,90286987
1329816,1135223,90286987
1330816,1135223,90286987
1331566,1135223,90286987
1332816,1135223,90286987
1333566,1135223,90286987
1334815,1135223,90286987
1335816,1135223,90286987
1336815,1135223,90286987
1337565,1135223,90286987
1338815,1135223,90286987
1339566,1135223,90286987
1340816,1135223,90286987
1341815,1135223,90286987
1342816,1135223,90286987
1343815,1135223,90286987
1344815,1135223,90286987
1345815,1135223,90286987
1346815,1135223,90286987
1347816,1135223,90286987
1348815,1135223,90286987
1349816,1135223,90286987
1350816,1135223,90286987
1351816,1135223,90286987
1352815,1135223,90286987
1353816,1135223,90286987
1354816,1135223,90286987
1355565,1135223,90286987
1356816,1135223,90286987
1357815,1135223,90286987
1358816,1135223,90286987
1359816,1135223,90286987
1360566,1135223,90286987
1361815,1136359,90286987
1362815,1136359,90286987
1363816,1136359,90286987
1364816,1136359,90286987
1365565,1136359,90286987
1366815,1136359,90286987
1367816,1136359,90286987
1368815,1136359,90401615
1369816,1136359,90401615
1370566,1136359,90401615
1371815,1136359,90401615
1372816,1136359,90401615
1373816,1136359,90401615
1374815,1136359,90401615
1375816,1136359,90401615
1376815,1136359,90401615
1377815,1136359,90401615
1378816,1136359,90401615
1379566,1136359,90401615
1380816,1136359,90401615
1381816,1136359,90401615
1382816,1136359,90401615
1383816,1136359,90401615
1384565,1136359,90401615
1385816,1136359,90401615
1386816,1136359,90401615
1387816,1136359,90401615
1388565,1136359,90401615
1389566,1136359,90401615
1390816,1136359,90401615
1391815,1136359,90401615
1392816,1136359,90401615
1393815,1136359,90401615
1394815,1136359,90401615
1395815,1136359,90401615
1396816,1136359,90401615
1397816,1136359,90401615
1398566,1136359,90401615
1399566,1136359,90401615
1400816,1136359,90401615
1401816,1136359,90401615
1402816,1136359,90401615
1403566,1136359,90401615
1404816,1136359,90401615
1405566,1136359,90401615
1406566,1136359,90401615
1407566,1136359,90401615
1408816,1136359,90401615
1409815,1136359,90401615
1410816,1136359,90401615
1411816,1136359,90401615
1412566,1136359,90401615
1413566,1136359,90401615
1414816,1136359,90401615
1415816,1136359,90401615
1416816,1136359,90401615
1417815,1136359,90401615
1418816,1136359,90401615
1419816,1136359,90401615
1420815,1136359,90401615
1421815,1136359,90401615
1422566,1136359,90401615
1423816,1136359,90401615
1424815,1137478,90401615
1425816,1137478,90401615
1426815,1137478,90401615
1427565,1137478,90401615
1428815,1137478,90401615
1429816,1137478,90401615
1430815,1137478,90401615
1431566,1137478,90512735
1432815,1137478,90512735
1433816,1137478,90512735
1434815,1137478,90512735
1435816,1137478,90512735
1436566,1137478,90512735
1437816,1137478,90512735
1438566,1137478,90512735
1439815,1137478,90512735
1440816,1137478,90512735
1441815,1137478,90512735
1442816,1137478,90512735
1443815,1137478,90512735
1444816,1137478,90512735
1445816,1137478,90512735
1446816,1137478,90512735
1447566,1137478,90512735
1448816,1137478,90512735
1449815,1137478,90512735
1450816,1137478,90512735
1451816,1137478,90512735
1452816,1137478,90512735
1453816,1137478,90512735
1454565,1137478,90512735
1455815,1137478,90512735
1456815,1137478,90512735
1457816,1137478,90512735
1458815,1137478,90512735
1459815,1137478,90512735
1460815,1137478,90512735
1461816,1137478,90512735
1462816,1137478,90512735
1463566,1137478,90512735
1464816,1137478,90512735
1465815,1137478,90512735
1466816,1137478,90512735
1467816,1137478,90512735
1468816,1137478,90512735
1469816,1137478,90512735
1470816,1137478,90512735
1471816,1137478,90512735
1472816,1137478,90512735
1473566,1137478,90512735
1474815,1137478,90512735
1475816,1137478,90512735
1476816,1137478,90512735
1477816,1137478,90512735
1478566,1137478,90512735
1479815,1137478,90512735
1480816,1137478,90512735
1481816,1137478,90512735
1482815,1137478,90512735
1483816,1137478,90512735
1484565,1137478,90512735
1485816,1137478,90512735
1486815,1137478,90512735
1487816,1138583,90512735
1488816,1138583,90512735
1489565,1138583,90512735
1490815,1138583,90512735
1491816,1138583,90512735
1492816,1138583,90512735
1493815,1138583,90512735
1494815,1138583,90623874
1495816,1138583,90623874
1496816,1138583,90623874
1497816,1138583,90623874
1498816,1138583,90623874
1499566,1138583,90623874
1500815,1138583,90623874
1501816,1138583,90623874
1502816,1138583,90623874
1503816,1138583,90623874
1504816,1138583,90623874
1505816,1138583,90623874
1506816,1138583,90623874
1507816,1138583,90623874
1508816,1138583,90623874
1509566,1138583,90623874
1510816,1138583,90623874
1513066,1138583,90623874
1514565,1138583,90623874
1515816,1138583,90623874
1516815,1138583,90623874
1517815,1138583,90623874
1518815,1138583,90623874
1519566,1138583,90623874
1520815,1138583,90623874
1521815,1138583,90623874
1522815,1138583,90623874
1523566,1138583,90623874
1524565,1138583,90623874
1525815,1138583,90623874
1526816,1138583,90623874
1527816,1138583,90623874
1528816,1138583,90623874
1529815,1138583,90623874
1530816,1138583,90623874
1531566,1138583,90623874
1532815,1138583,90623874
1533566,1138583,90623874
1534565,1138583,90623874
1535816,1138583,90623874
1536815,1138583,90623874
1537566,1138583,90623874
1538566,1138583,90623874
1539816,1138583,90623874
1540816,1138583,90623874
1541816,1138583,90623874
1542815,1138583,90623874
1543815,1138583,90623874
1544565,1138583,90623874
1545815,1138583,90623874
1546816,1138583,90623874
1547815,1138583,90623874
1548816,1138583,90623874
1549566,1138583,90623874
1550566,1138583,90623874
1551815,1138583,90623874
1552816,1139701,90623874
1553816,1139701,90623874
1554565,1139701,90623874
1555816,1139701,90623874
1556816,1139701,90623874
1557816,1139701,90623874
1558566,1139701,90623874
1559566,1139701,90738798
1560816,1139701,90738798
1561816,1139701,90738798
1562816,1139701,90738798
1563816,1139701,90738798
1564566,1139701,90738798
1565566,1139701,90738798
1566816,1139701,90738798
1567816,1139701,90738798
1568816,1139701,90738798
1569565,1139701,90738798
1570566,1139701,90738798
1571815,1139701,90738798
1572816,1139701,90738798
1573815,1139701,90738798
1574815,1139701,90738798
1575566,1139701,90738798
1576815,1139701,90738798
1577815,1139701,90738798
1578816,1139701,90738798
1579566,1139701,90738798
1580566,1139701,90738798
1581565,1139701,90738798
1582816,1139701,90738798
1583816,1139701,90738798
1584566,1139701,90738798
1585566,1139701,90738798
1586816,1139701,90738798
1587816,1139701,90738798
1588566,1139701,90738798
1589565,1139701,90738798
1590816,1139701,90738798
1591816,1139701,90738798
1592815,1139701,90738798
1593565,1139701,90738798
1594816,1139701,90738798
1595566,1139701,90738798
1596816,1139701,90738798
1597816,1139701,90738798
1598816,1139701,90738798
1599816,1139701,90738798
1600816,1139701,90738798
1601566,1139701,90738798
1602815,1139701,90738798
1603566,1139701,90738798
1604815,1139701,90738798
1605816,1139701,90738798
1606565,1139701,90738798
1607566,1139701,90738798
1608815,1139701,90738798
1609816,1139701,90738798
1610816,1139701,90738798
1611815,1139701,90738798
1612566,1139701,90738798
1613816,1139701,90738798
1614815,1139701,90738798
1615816,1139701,90738798
1616565,1140853,90738798
1617816,1140853,90738798
1618815,1140853,90738798
1619816,1140853,90738798
1620816,1140853,90738798
1621816,1140853,90738798
1622816,1140853,90738798
1623816,1140853,90738798
1624815,1140853,90851868
1625815,1140853,90851868
1628316,1140853,90851868
1629815,1140853,90851868
1630816,1140853,90851868
1631815,1140853,90851868
1632816,1140853,90851868
1633566,1140853,90851868
1634815,1140853,90851868
1635816,1140853,90851868
1636816,1140853,90851868
1637566,1140853,90851868
1638815,1140853,90851868
1639815,1140853,90851868
1640816,1140853,90851868
1641816,1140853,90851868
1642566,1140853,90851868
1643566,1140853,90851868
1644815,1140853,90851868
1645816,1140853,90851868
1646816,1140853,90851868
1647566,1140853,90851868
1648816,1140853,90851868
1649816,1140853,90851868
1650816,1140853,90851868
1651816,1140853,90851868
1652566,1140853,90851868
1653816,1140853,90851868
1654816,1140853,90851868
1655816,1140853,90851868
1656816,1140853,90851868
1657565,1140853,90851868
1658566,1140853,90851868
1659815,1140853,90851868
1660816,1140853,90851868
1661816,1140853,90851868
1662566,1140853,90851868
1663815,1140853,90851868
1664816,1140853,90851868
1665816,1140853,90851868
1666815,1140853,90851868
1667816,1140853,90851868
1668566,1140853,90851868
1669565,1140853,90851868
1670816,1140853,90851868
1671816,1140853,90851868
1672565,1140853,90851868
1673566,1140853,90851868
1674815,1140853,90851868
1675816,1140853,90851868
1676816,1140853,90851868
1677816,1140853,90851868
1678566,1140853,90851868
1679816,1140853,90851868
1680816,1141975,90851868
1681816,1141975,90851868
1682815,1141975,90851868
1683566,1141975,90851868
1684816,1141975,90851868
1685816,1141975,90851868
1686816,1141975,90851868
1687566,1141975,90964839
1688816,1141975,90964839
1689815,1141975,90964839
1690815,1141975,90964839
1691815,1141975,90964839
1692566,1141975,90964839
1693565,1141975,90964839
1694815,1141975,90964839
1695815,1141975,90964839
1696815,1141975,90964839
1697566,1141975,90964839
1698816,1141975,90964839
1699815,1141975,90964839
1700816,1141975,90964839
1701565,1141975,90964839
1702815,1141975,90964839
1703816,1141975,90964839
1704815,1141975,90964839
1705816,1141975,90964839
1706816,1141975,90964839
1707815,1141975,90964839
1708816,1141975,90964839
1709816,1141975,90964839
1710816,1141975,90964839
1711816,1141975,90964839
1712816,1141975,90964839
1714816,1141975,90964839
1715816,1141975,90964839
1716816,1141975,90964839
1717816,1141975,90964839
1718566,1141975,90964839
1719566,1141975,90964839
1720816,1141975,90964839
1721816,1141975,90964839
1722565,1141975,90964839
1723816,1141975,90964839
1726316,1141975,90964839
1727815,1141975,90964839
1728815,1141975,90964839
1729566,1141975,90964839
1730566,1141975,90964839
1731815,1141975,90964839
1732816,1141975,90964839
1733815,1141975,90964839
1734566,1141975,90964839
1735816,1141975,90964839
1736816,1141975,90964839
1737566,1141975,90964839
1738815,1141975,90964839
1739816,1141975,90964839
1740566,1141975,90964839
1741816,1141975,90964839
1742816,1141975,90964839
1743816,1141975,90964839
1744566,1143085,90964839
1745566,1143085,90964839
1746816,1143085,90964839
1747815,1143085,90964839
1748816,1143085,90964839
1749565,1143085,90964839
1750565,1143085,90964839
1751566,1143085,90964839
1752815,1143085,91077271
1753815,1143085,91077271
1754815,1143085,91077271
1755815,1143085,91077271
1756816,1143085,91077271
1757815,1143085,91077271
1758566,1143085,91077271
1759815,1143085,91077271
1760815,1143085,91077271
1761815,1143085,91077271
1763066,1143085,91077271
1764816,1143085,91077271
1765815,1143085,91077271
1766565,1143085,91077271
1767566,1143085,91077271
1768816,1143085,91077271
1769816,1143085,91077271
1770815,1143085,91077271
1771815,1143085,91077271
1772565,1143085,91077271
1773816,1143085,91077271
1774816,1143085,91077271
1775816,1143085,91077271
1776816,1143085,91077271
1777566,1143085,91077271
1778566,1143085,91077271
1779816,1143085,91077271
1780815,1143085,91077271
1781815,1143085,91077271
1782566,1143085,91077271
1783816,1143085,91077271
1784816,1143085,91077271
1785815,1143085,91077271
1786816,1143085,91077271
1787815,1143085,91077271
1788815,1143085,91077271
1791065,1143085,91077271
1792565,1143085,91077271
1793816,1143085,91077271
1794816,1143085,91077271
1795566,1143085,91077271
1796816,1143085,91077271
1797566,1143085,91077271
1798566,1143085,91077271
1799816,1143085,91077271
1800816,1143085,91077271
1801566,1143085,91077271
1802565,1143085,91077271
1803816,1143085,91077271
1804816,1143085,91077271
1805816,1143085,91077271
1806566,1143085,91077271
1807566,1143085,91077271
1808816,1143085,91077271
1809566,1144202,91077271
1810815,1144202,91077271
1811566,1144202,91077271
1812565,1144202,91077271
1813816,1144202,91077271
1814816,1144202,91077271
1815566,1144202,91077271
1816816,1144202,91191919
1817816,1144202,91191919
1818815,1144202,91191919
1819815,1144202,91191919
1820816,1144202,91191919
1821815,1144202,91191919
1822816,1144202,91191919
1823816,1144202,91191919
1824815,1144202,91191919
1825816,1144202,91191919
1826566,1144202,91191919
1827816,1144202,91191919
1828815,1144202,91191919
1829816,1144202,91191919
1830566,1144202,91191919
1831816,1144202,91191919
1832816,1144202,91191919
1833815,1144202,91191919
1834816,1144202,91191919
1835566,1144202,91191919
1836816,1144202,91191919
1837816,1144202,91191919
1838815,1144202,91191919
1839816,1144202,91191919
1840815,1144202,91191919
1841815,1144202,91191919
1842815,1144202,91191919
1843816,1144202,91191919
1844815,1144202,91191919
1845816,1144202,91191919
1846565,1144202,91191919
1847815,1144202,91191919
1848816,1144202,91191919
1849816,1144202,91191919
1850566,1144202,91191919
1851565,1144202,91191919
1852566,1144202,91191919
1853815,1144202,91191919
1854816,1144202,91191919
1855566,1144202,91191919
1856816,1144202,91191919
1857816,1144202,91191919
1858816,1144202,91191919
1859566,1144202,91191919
1860565,1144202,91191919
1861566,1144202,91191919
1862816,1144202,91191919
1864816,1144202,91191919
1865816,1144202,91191919
1866565,1144202,91191919
1867816,1144202,91191919
1868566,1144202,91191919
1869816,1144202,91191919
1870815,1144202,91191919
1871815,1144202,91191919
1872565,1144202,91191919
1873565,1144202,91191919
1874816,1145325,91191919
1875566,1145325,91191919
1876565,1145325,91191919
1877566,1145325,91191919
1878815,1145325,91191919
1879816,1145325,91191919
1880565,1145325,91191919
1881566,1145325,91306652
1882816,1145325,91306652
1883816,1145325,91306652
1884816,1145325,91306652
1885566,1145325,91306652
1886816,1145325,91306652
1887816,1145325,91306652
1888566,1145325,91306652
1889816,1145325,91306652
1890565,1145325,91306652
1891816,1145325,91306652
1892816,1145325,91306652
1893816,1145325,91306652
1894566,1145325,91306652
1895816,1145325,91306652
1896815,1145325,91306652
1897816,1145325,91306652
1898815,1145325,91306652
1899816,1145325,91306652
1900816,1145325,91306652
1901816,1145325,91306652
1902815,1145325,91306652
1903816,1145325,91306652
1904566,1145325,91306652
1905565,1145325,91306652
1906815,1145325,91306652
1907816,1145325,91306652
1908565,1145325,91306652
1909815,1145325,91306652
1910565,1145325,91306652
1911816,1145325,91306652
1912816,1145325,91306652
1913566,1145325,91306652
1914816,1145325,91306652
1915816,1145325,91306652
1916566,1145325,91306652
1917815,1145325,91306652
1918566,1145325,91306652
1919816,1145325,91306652
1920816,1145325,91306652
1921816,1145325,91306652
1922566,1145325,91306652
1923566,1145325,91306652
1924816,1145325,91306652
1925816,1145325,91306652
1926815,1145325,91306652
1927566,1145325,91306652
1928815,1145325,91306652
1929815,1145325,91306652
1930816,1145325,91306652
1931566,1145325,91306652
1932566,1145325,91306652
1933566,1145325,91306652
1934815,1145325,91306652
1935816,1145325,91306652
1936816,1145325,91306652
1937566,1145325,91306652
1938566,1146464,91306652
1939816,1146464,91306652
1940815,1146464,91306652
1941816,1146464,91306652
1942566,1146464,91306652
1943566,1146464,91306652
1944566,1146464,91306652
1945816,1146464,91306652
1946815,1146464,91420981
1947816,1146464,91420981
1948815,1146464,91420981
1949816,1146464,91420981
1950816,1146464,91420981
1951816,1146464,91420981
1952816,1146464,91420981
1953816,1146464,91420981
1954816,1146464,91420981
1955816,1146464,91420981
1956815,1146464,91420981
1957566,1146464,91420981
1958816,1146464,91420981
1959816,1146464,91420981
1960816,1146464,91420981
1961566,1146464,91420981
1962566,1146464,91420981
1963816,1146464,91420981
1964815,1146464,91420981
1965816,1146464,91420981
1966565,1146464,91420981
1967566,1146464,91420981
1968815,1146464,91420981
1969816,1146464,91420981
1970815,1146464,91420981
1971566,1146464,91420981
1972565,1146464,91420981
1973816,1146464,91420981
1974816,1146464,91420981
1975566,1146464,91420981
1976566,1146464,91420981
1977566,1146464,91420981
1978566,1146464,91420981
1979816,1146464,91420981
1980566,1146464,91420981
1981566,1146464,91420981
1982815,1146464,91420981
1983816,1146464,91420981
1984566,1146464,91420981
1985816,1146464,91420981
1986816,1146464,91420981
1987816,1146464,91420981
1988566,1146464,91420981
1989565,1146464,91420981
1990815,1146464,91420981
1991815,1146464,91420981
1992816,1146464,91420981
1993816,1146464,91420981
1994566,1146464,91420981
1995566,1146464,91420981
1996815,1146464,91420981
1997816,1146464,91420981
1998815,1146464,91420981
1999565,1146464,91420981
2000815,1146464,91420981
2001816,1146464,91420981
2002816,1146464,91420981
2003565,1147576,91420981
2004816,1147576,91420981
2005816,1147576,91420981
2006815,1147576,91420981
2007815,1147576,91420981
2008565,1147576,91420981
2009816,1147576,91420981
2010815,1147576,91420981
2011566,1147576,91535812
2012815,1147576,91535812
2014816,1147576,91535812
2015815,1147576,91535812
2016565,1147576,91535812
2017816,1147576,91535812
2018816,1147576,91535812
2019816,1147576,91535812
2020815,1147576,91535812
2021566,1147576,91535812
2022565,1147576,91535812
2023816,1147576,91535812
2024816,1147576,91535812
2025815,1147576,91535812
2026566,1147576,91535812
2027816,1147576,91535812
2028815,1147576,91535812
2029816,1147576,91535812
2030816,1147576,91535812
2031816,1147576,91535812
2032815,1147576,91535812
2033816,1147576,91535812
2034815,1147576,91535812
2035566,1147576,91535812
2036566,1147576,91535812
2037815,1147576,91535812
2038816,1147576,91535812
2039566,1147576,91535812
2040566,1147576,91535812
2041816,1147576,91535812
2042816,1147576,91535812
2043816,1147576,91535812
2044566,1147576,91535812
2045816,1147576,91535812
2046816,1147576,91535812
2047816,1147576,91535812
2048815,1147576,91535812
2049565,1147576,91535812
2050565,1147576,91535812
2051815,1147576,91535812
2052816,1147576,91535812
2053816,1147576,91535812
2054565,1147576,91535812
2055566,1147576,91535812
2056815,1147576,91535812
2057816,1147576,91535812
2058815,1147576,91535812
2059566,1147576,91535812
2060566,1147576,91535812
2061816,1147576,91535812
2062815,1147576,91535812
2063816,1147576,91535812
2064816,1147576,91535812
2065566,1147576,91535812
2066566,1147576,91535812
2067816,1147576,91535812
2068816,1148729,91535812
2069816,1148729,91535812
2070815,1148729,91535812
2071565,1148729,91535812
2072815,1148729,91535812
2073816,1148729,91535812
2074566,1148729,91535812
2075566,1148729,91649574
2076815,1148729,91649574
2077816,1148729,91649574
2078815,1148729,91649574
2079565,1148729,91649574
2080816,1148729,91649574
2081816,1148729,91649574
2082816,1148729,91649574
2083816,1148729,91649574
2084565,1148729,91649574
2085566,1148729,91649574
2086815,1148729,91649574
2087816,1148729,91649574
2088816,1148729,91649574
2089565,1148729,91649574
2090816,1148729,91649574
2091816,1148729,91649574
2092815,1148729,91649574
2093816,1148729,91649574
2094566,1148729,91649574
2095566,1148729,91649574
2096816,1148729,91649574
2097815,1148729,91649574
2098816,1148729,91649574
2099566,1148729,91649574
2100566,1148729,91649574
2101566,1148729,91649574
2102816,1148729,91649574
2103566,1148729,91649574
2104566,1148729,91649574
2105815,1148729,91649574
