TIMESTAMP,ENCODER 1 TICKS,ENCODER 2 TICKS,MOTOR VELOCITY mRPM,TORQUE ACTUAL (%%),Ref Torque [mNm]
11768434,1866852,164221759,48998,54,-0.84375
11769433,1866852,164221759,48998,42,-0.84375
11770433,1866852,164221759,48998,42,-0.84375
11771433,1866852,164221759,48998,42,-0.84375
11772434,1866852,164221759,48998,39,-0.84375
11773433,1866852,164221759,48998,42,-0.84375
11774433,1866852,164221759,48998,45,-0.84375
11775433,1866852,164221759,48998,42,-0.84375
11776433,1866852,164221759,48998,42,-0.84375
11777433,1866852,164221759,48998,56,-0.84375
11778433,1866852,164221759,48998,54,-0.84375
11779433,1866852,164221759,48998,56,-0.84375
11780433,1866852,164221759,48998,48,6.75
11781433,1866852,164221759,48998,73,6.75
11782432,1866852,164221759,48998,56,6.75
11783433,1866852,164221759,48998,51,6.75
11784433,1866852,164221759,48998,62,6.75
11785433,1866852,164221759,48998,71,6.75
11786433,1866852,164221759,48998,59,6.75
11787433,1866852,164221759,48998,59,6.75
11788433,1866852,164221759,48998,71,6.75
11789434,1866852,164221759,48998,79,6.75
11790434,1866852,164221759,48998,65,6.75
11791433,1866852,164221759,48998,65,6.75
11792432,1866852,164221759,48998,79,6.75
11793433,1866852,164221759,48998,62,6.75
11794433,1867192,164221759,48998,68,6.75
11795433,1867192,164221759,48998,73,6.75
11796433,1867192,164221759,48998,68,6.75
11797433,1867192,164221759,48998,76,6.75
11798433,1867192,164221759,48998,65,6.75
11799433,1867192,164221759,48998,65,6.75
11800433,1867192,164221759,48998,45,6.75
11801433,1867192,164221759,48998,62,6.75
11802433,1867192,164256894,48998,59,6.75
11803433,1867192,164256894,48998,56,6.75
11804433,1867192,164256894,48998,62,6.75
11805433,1867192,164256894,48998,48,6.75
11806433,1867192,164256894,48998,48,6.75
11807433,1867192,164256894,48998,51,6.75
11808433,1867192,164256894,48998,48,6.75
11809433,1867192,164256894,50745,54,6.75
11810433,1867192,164256894,50745,51,6.75
11811433,1867192,164256894,50745,59,6.75
11812433,1867192,164256894,50745,73,6.75
11813433,1867192,164256894,50745,85,6.75
11814433,1867192,164256894,50745,68,6.75
11815432,1867192,164256894,50745,65,6.75
11816433,1867192,164256894,50745,79,6.75
11817433,1867192,164256894,50745,85,6.75
11818433,1867192,164256894,50745,71,6.75
11819433,1867192,164256894,50745,76,6.75
11820433,1867192,164256894,50745,65,6.75
11821433,1867192,164256894,50745,65,6.75
11822433,1867192,164256894,50745,68,6.75
11823433,1867192,164256894,50745,73,6.75
11824433,1867192,164256894,50745,76,6.75
11825433,1867192,164256894,50745,59,6.75
11826433,1867192,164256894,50745,56,6.75
11827433,1867192,164256894,50745,62,6.75
11828433,1867192,164256894,50745,54,6.75
11829433,1867192,164256894,50745,48,6.75
11830183,1867192,164256894,50745,62,6.75
11831433,1867192,164256894,50745,51,6.75
11832433,1867192,164256894,50745,65,6.75
11833433,1867192,164256894,50745,59,6.75
11834433,1867192,164256894,50745,56,6.75
11835433,1867192,164256894,50745,59,6.75
11836434,1867192,164256894,50745,42,6.75
11837433,1867192,164256894,50745,42,6.75
11838433,1867192,164256894,50745,48,6.75
11839183,1867192,164256894,50745,45,6.75
11840433,1867192,164256894,50745,48,6.75
11841433,1867192,164256894,50745,54,6.75
11842433,1867192,164256894,50745,59,6.75
11843433,1867192,164256894,50745,48,6.75
11844433,1867192,164256894,50745,65,6.75
11845433,1867192,164256894,50745,65,6.75
11846433,1867192,164256894,50745,65,6.75
11847432,1867192,164256894,50745,71,6.75
11848434,1867192,164256894,50745,71,6.75
11849433,1867192,164256894,50745,62,6.75
11850433,1867192,164256894,50745,65,6.75
11851433,1867192,164256894,50745,65,6.75
11852433,1867192,164256894,50745,68,6.75
11853433,1867192,164256894,50745,79,6.75
11854433,1867192,164256894,50745,73,6.75
11855432,1867192,164256894,50745,65,6.75
11856433,1867192,164256894,50745,68,6.75
11857432,1867192,164256894,50745,68,6.75
11858433,1867192,164256894,50745,65,6.75
11859433,1867192,164256894,50745,71,6.75
11860433,1867192,164256894,50745,73,-0.84375
11861433,1867192,164256894,50745,76,-0.84375
11862433,1867192,164256894,50745,73,-0.84375
11863433,1867192,164256894,50745,73,-0.84375
11864433,1867192,164256894,50745,76,-0.84375
11865433,1867192,164256894,50745,79,-0.84375
11866433,1867192,164256894,50745,68,-0.84375
11867433,1867192,164256894,50745,68,-0.84375
11868183,1867192,164256894,50745,65,-0.84375
11869433,1867192,164256894,50745,71,-0.84375
11870433,1867192,164256894,50745,56,-0.84375
11871433,1867192,164256894,50745,45,-0.84375
11872433,1867192,164256894,50745,48,-0.84375
11873433,1867192,164256894,50745,68,-0.84375
11874433,1867538,164256894,50745,51,-0.84375
11875433,1867538,164256894,50745,48,-0.84375
11876433,1867538,164256894,50745,62,-0.84375
11877433,1867538,164256894,50745,48,-0.84375
11878433,1867538,164256894,50745,65,-0.84375
11879433,1867538,164256894,50745,62,-0.84375
11880434,1867538,164256894,50745,59,-0.84375
11881433,1867538,164292073,50745,54,-0.84375
11882433,1867538,164292073,50745,73,-0.84375
11883433,1867538,164292073,50745,65,-0.84375
11884433,1867538,164292073,50745,54,-0.84375
11885433,1867538,164292073,50745,59,-0.84375
11886433,1867538,164292073,50745,54,-0.84375
11887433,1867538,164292073,50745,54,-0.84375
11888433,1867538,164292073,50745,48,-0.84375
11889433,1867538,164292073,53574,48,-0.84375
11890433,1867538,164292073,53574,48,-0.84375
11891433,1867538,164292073,53574,51,-0.84375
11892433,1867538,164292073,53574,37,-0.84375
11893433,1867538,164292073,53574,37,-0.84375
11894433,1867538,164292073,53574,45,-0.84375
11895433,1867538,164292073,53574,37,-0.84375
11896433,1867538,164292073,53574,56,-0.84375
11897433,1867538,164292073,53574,56,-0.84375
11898433,1867538,164292073,53574,51,-0.84375
11899433,1867538,164292073,53574,42,-0.84375
11900433,1867538,164292073,53574,51,-0.84375
11901433,1867538,164292073,53574,39,-0.84375
11902433,1867538,164292073,53574,48,-0.84375
11903433,1867538,164292073,53574,34,-0.84375
11904433,1867538,164292073,53574,45,-0.84375
11905433,1867538,164292073,53574,54,-0.84375
11906433,1867538,164292073,53574,42,-0.84375
11907433,1867538,164292073,53574,48,-0.84375
11908433,1867538,164292073,53574,54,-0.84375
11909433,1867538,164292073,53574,42,-0.84375
11910433,1867538,164292073,53574,54,-0.84375
11911433,1867538,164292073,53574,59,-0.84375
11912433,1867538,164292073,53574,54,-0.84375
11913433,1867538,164292073,53574,48,-0.84375
11914433,1867538,164292073,53574,54,-0.84375
11915433,1867538,164292073,53574,51,-0.84375
11916433,1867538,164292073,53574,59,-0.84375
11917433,1867538,164292073,53574,62,-0.84375
11918433,1867538,164292073,53574,65,-0.84375
11919433,1867538,164292073,53574,54,-0.84375
11920433,1867538,164292073,53574,56,-0.84375
11921433,1867538,164292073,53574,65,-0.84375
11922433,1867538,164292073,53574,65,-0.84375
11923433,1867538,164292073,53574,71,-0.84375
11924432,1867538,164292073,53574,68,-0.84375
11925433,1867538,164292073,53574,82,-0.84375
11926433,1867538,164292073,53574,76,-0.84375
11927433,1867538,164292073,53574,76,-0.84375
11928433,1867538,164292073,53574,79,-0.84375
11929433,1867538,164292073,53574,71,-0.84375
11930433,1867538,164292073,53574,73,-0.84375
11931433,1867538,164292073,53574,71,-0.84375
11932433,1867538,164292073,53574,73,-0.84375
11933433,1867538,164292073,53574,65,-0.84375
11934434,1867538,164292073,53574,71,-0.84375
11935434,1867538,164292073,53574,65,-0.84375
11936433,1867538,164292073,53574,59,-0.84375
11937433,1867538,164292073,53574,45,-0.84375
11938433,1867538,164292073,53574,37,-0.84375
11939433,1867538,164292073,53574,45,-0.84375
11940433,1867538,164292073,53574,37,-0.84375
11941433,1867538,164292073,53574,42,-0.84375
11942433,1867538,164292073,53574,56,-0.84375
11943433,1867538,164292073,53574,54,-0.84375
11944433,1867538,164292073,53574,54,-0.84375
11945433,1867538,164292073,53574,59,-0.84375
11946433,1867538,164292073,53574,51,-0.84375
11947433,1867538,164292073,53574,73,-0.84375
11948433,1867538,164292073,53574,59,-0.84375
11949433,1867538,164292073,53574,59,-0.84375
11950433,1867538,164292073,53574,62,-0.84375
11951433,1867538,164292073,53574,59,-0.84375
11952433,1867538,164292073,53574,59,-0.84375
11953433,1867538,164292073,53574,71,-0.84375
11954433,1867538,164292073,53574,59,-0.84375
11955433,1867876,164292073,53574,65,-0.84375
11956433,1867876,164292073,53574,56,-0.84375
11957433,1867876,164292073,53574,54,-0.84375
11958433,1867876,164292073,53574,56,-0.84375
11959433,1867876,164292073,53574,51,-0.84375
11960433,1867876,164292073,53574,65,-0.84375
11961433,1867876,164292073,53574,51,-0.84375
11962433,1867876,164327825,53574,62,-0.84375
11963433,1867876,164327825,53574,59,-0.84375
11964433,1867876,164327825,53574,62,-0.84375
11965433,1867876,164327825,53574,59,-0.84375
11966433,1867876,164327825,53574,62,-0.84375
11967433,1867876,164327825,53574,59,-0.84375
11968433,1867876,164327825,53574,54,-0.84375
11969433,1867876,164327825,51240,45,-0.84375
11970683,1867876,164327825,51240,56,-0.84375
11971433,1867876,164327825,51240,54,-0.84375
11972433,1867876,164327825,51240,54,-0.84375
11973433,1867876,164327825,51240,56,-0.84375
11974433,1867876,164327825,51240,45,-0.84375
11975433,1867876,164327825,51240,56,-0.84375
11976433,1867876,164327825,51240,62,-0.84375
11977433,1867876,164327825,51240,54,-0.84375
11978433,1867876,164327825,51240,68,-0.84375
11979433,1867876,164327825,51240,65,-0.84375
11980433,1867876,164327825,51240,68,-0.84375
11981433,1867876,164327825,51240,62,-0.84375
11982433,1867876,164327825,51240,65,-0.84375
11983433,1867876,164327825,51240,71,-0.84375
11984183,1867876,164327825,51240,65,-0.84375
11985433,1867876,164327825,51240,76,-0.84375
11986433,1867876,164327825,51240,76,-0.84375
11987433,1867876,164327825,51240,76,-0.84375
11988433,1867876,164327825,51240,73,-0.84375
11989432,1867876,164327825,51240,85,-0.84375
11990433,1867876,164327825,51240,79,-0.84375
11991433,1867876,164327825,51240,85,-0.84375
11992433,1867876,164327825,51240,73,-0.84375
11993433,1867876,164327825,51240,85,-0.84375
11994433,1867876,164327825,51240,76,-0.84375
11995433,1867876,164327825,51240,99,-0.84375
11996433,1867876,164327825,51240,93,-0.84375
11997433,1867876,164327825,51240,59,-0.84375
11998433,1867876,164327825,51240,68,-0.84375
11999433,1867876,164327825,51240,73,-0.84375
12000433,1867876,164327825,51240,73,-0.84375
12001433,1867876,164327825,51240,45,-0.84375
12002433,1867876,164327825,51240,51,-0.84375
12003433,1867876,164327825,51240,31,-0.84375
12004433,1867876,164327825,51240,48,-0.84375
12005433,1867876,164327825,51240,39,-0.84375
12006433,1867876,164327825,51240,39,-0.84375
12007433,1867876,164327825,51240,39,-0.84375
12008433,1867876,164327825,51240,34,-0.84375
12009433,1867876,164327825,51240,37,-0.84375
12010433,1867876,164327825,51240,42,-0.84375
12011433,1867876,164327825,51240,39,-0.84375
12012433,1867876,164327825,51240,51,-0.84375
12013433,1867876,164327825,51240,54,-0.84375
12014183,1867876,164327825,51240,48,-0.84375
12015433,1867876,164327825,51240,56,-0.84375
12016433,1867876,164327825,51240,62,-0.84375
12017433,1867876,164327825,51240,48,-0.84375
12018433,1867876,164327825,51240,62,-0.84375
12019433,1867876,164327825,51240,56,-0.84375
12020433,1867876,164327825,51240,54,-0.84375
12021433,1867876,164327825,51240,54,-0.84375
12022433,1867876,164327825,51240,48,-0.84375
12023433,1867876,164327825,51240,54,-0.84375
12024433,1867876,164327825,51240,59,-0.84375
12025433,1867876,164327825,51240,65,-0.84375
12026433,1867876,164327825,51240,62,-0.84375
12027433,1867876,164327825,51240,68,-0.84375
12028433,1867876,164327825,51240,62,-0.84375
12029433,1867876,164327825,51240,51,-0.84375
12030433,1867876,164327825,51240,51,-0.84375
12031433,1867876,164327825,51240,48,-0.84375
12032433,1867876,164327825,51240,51,-0.84375
12033433,1867876,164327825,51240,59,-0.84375
12034433,1867876,164327825,51240,48,-0.84375
12035433,1868217,164327825,51240,56,-0.84375
12036433,1868217,164327825,51240,62,-0.84375
12037433,1868217,164327825,51240,65,-0.84375
12038433,1868217,164327825,51240,56,-0.84375
12039433,1868217,164327825,51240,62,-0.84375
12040433,1868217,164327825,51240,56,-0.84375
12041433,1868217,164327825,51240,73,-0.84375
12042433,1868217,164327825,51240,59,-0.84375
12043433,1868217,164363220,51240,71,-0.84375
12044433,1868217,164363220,51240,76,-0.84375
12045433,1868217,164363220,51240,76,-0.84375
12046433,1868217,164363220,51240,82,-0.84375
12047433,1868217,164363220,51240,71,-0.84375
12048433,1868217,164363220,51240,73,-0.84375
12049432,1868217,164363220,51240,79,-0.84375
12050433,1868217,164363220,46248,85,-0.84375
12051433,1868217,164363220,46248,79,-0.84375
12052433,1868217,164363220,46248,85,-0.84375
12053433,1868217,164363220,46248,85,-0.84375
12054433,1868217,164363220,46248,73,-0.84375
12055433,1868217,164363220,46248,90,-0.84375
12056433,1868217,164363220,46248,87,-0.84375
12057433,1868217,164363220,46248,76,-0.84375
12058433,1868217,164363220,46248,79,-0.84375
12059433,1868217,164363220,46248,76,-0.84375
12060433,1868217,164363220,46248,65,-0.84375
12061433,1868217,164363220,46248,76,-0.84375
12062433,1868217,164363220,46248,65,-0.84375
12063433,1868217,164363220,46248,79,-0.84375
12064433,1868217,164363220,46248,65,-0.84375
12065433,1868217,164363220,46248,59,-0.84375
12066433,1868217,164363220,46248,56,-0.84375
12067433,1868217,164363220,46248,51,-0.84375
12068433,1868217,164363220,46248,48,-0.84375
12069433,1868217,164363220,46248,51,-0.84375
12070433,1868217,164363220,46248,45,-0.84375
12071433,1868217,164363220,46248,39,-0.84375
12072433,1868217,164363220,46248,39,-0.84375
12073433,1868217,164363220,46248,51,-0.84375
12074433,1868217,164363220,46248,48,-0.84375
12075433,1868217,164363220,46248,48,-0.84375
12076433,1868217,164363220,46248,48,-0.84375
12077433,1868217,164363220,46248,56,-0.84375
12078433,1868217,164363220,46248,54,-0.84375
12079433,1868217,164363220,46248,56,-0.84375
12080433,1868217,164363220,46248,62,-0.84375
12081433,1868217,164363220,46248,59,-0.84375
12082433,1868217,164363220,46248,65,-0.84375
12083433,1868217,164363220,46248,59,-0.84375
12084433,1868217,164363220,46248,62,-0.84375
12085433,1868217,164363220,46248,65,-0.84375
12086433,1868217,164363220,46248,59,-0.84375
12087433,1868217,164363220,46248,56,-0.84375
12088433,1868217,164363220,46248,56,-0.84375
12089433,1868217,164363220,46248,59,-0.84375
12090433,1868217,164363220,46248,54,-0.84375
12091433,1868217,164363220,46248,56,-0.84375
12092433,1868217,164363220,46248,56,-0.84375
12093433,1868217,164363220,46248,51,-0.84375
12094433,1868217,164363220,46248,48,-0.84375
12095433,1868217,164363220,46248,48,-0.84375
12096433,1868217,164363220,46248,54,-0.84375
12097433,1868217,164363220,46248,54,-0.84375
12098433,1868217,164363220,46248,59,-0.84375
12099433,1868217,164363220,46248,59,-0.84375
12100433,1868217,164363220,46248,51,-0.84375
12101433,1868217,164363220,46248,62,-0.84375
12102433,1868217,164363220,46248,56,-0.84375
12103432,1868217,164363220,46248,54,-0.84375
12104433,1868217,164363220,46248,62,-0.84375
12105433,1868217,164363220,46248,62,-0.84375
12106433,1868217,164363220,46248,59,-0.84375
12107433,1868217,164363220,46248,56,-0.84375
12108183,1868217,164363220,46248,71,-0.84375
12109433,1868217,164363220,46248,65,-0.84375
12110433,1868217,164363220,46248,85,-0.84375
12111433,1868217,164363220,46248,79,-0.84375
12112434,1868217,164363220,46248,71,-0.84375
12113433,1868217,164363220,46248,76,-0.84375
12114433,1868217,164363220,46248,73,-0.84375
12115433,1868571,164363220,46248,68,-0.84375
12116433,1868571,164363220,46248,65,-0.84375
12117433,1868571,164363220,46248,65,-0.84375
12118433,1868571,164363220,46248,79,-0.84375
12119433,1868571,164363220,46248,71,-0.84375
12120433,1868571,164363220,46248,73,-0.84375
12121433,1868571,164363220,46248,68,-0.84375
12122433,1868571,164363220,46248,73,-0.84375
12123433,1868571,164398432,46248,65,-0.84375
12124433,1868571,164398432,46248,73,-0.84375
12125433,1868571,164398432,46248,65,-0.84375
12126433,1868571,164398432,46248,68,-0.84375
12127433,1868571,164398432,46248,59,-0.84375
12128433,1868571,164398432,46248,76,-0.84375
12129183,1868571,164398432,46248,56,-0.84375
12130183,1868571,164398432,53099,56,-0.84375
12131183,1868571,164398432,53099,51,-0.84375
12132433,1868571,164398432,53099,48,-0.84375
12133433,1868571,164398432,53099,39,-0.84375
12134433,1868571,164398432,53099,42,-0.84375
12135433,1868571,164398432,53099,37,-0.84375
12136433,1868571,164398432,53099,39,-0.84375
12137433,1868571,164398432,53099,37,-0.84375
12138433,1868571,164398432,53099,39,-0.84375
12139433,1868571,164398432,53099,45,-0.84375
12140433,1868571,164398432,53099,42,-0.84375
12141433,1868571,164398432,53099,54,-0.84375
12142433,1868571,164398432,53099,45,-0.84375
12143433,1868571,164398432,53099,48,-0.84375
12144433,1868571,164398432,53099,45,-0.84375
12145433,1868571,164398432,53099,54,-0.84375
12146433,1868571,164398432,53099,54,-0.84375
12147433,1868571,164398432,53099,54,-0.84375
12148433,1868571,164398432,53099,65,-0.84375
12149433,1868571,164398432,53099,48,-0.84375
12150433,1868571,164398432,53099,59,-0.84375
12151433,1868571,164398432,53099,56,-0.84375
12152433,1868571,164398432,53099,59,-0.84375
12153183,1868571,164398432,53099,54,-0.84375
12154433,1868571,164398432,53099,51,-0.84375
12155433,1868571,164398432,53099,62,-0.84375
12156433,1868571,164398432,53099,59,-0.84375
12157433,1868571,164398432,53099,62,-0.84375
12158433,1868571,164398432,53099,59,-0.84375
12159433,1868571,164398432,53099,62,-0.84375
12160433,1868571,164398432,53099,65,-0.84375
12161433,1868571,164398432,53099,59,-0.84375
12162433,1868571,164398432,53099,56,-0.84375
12163433,1868571,164398432,53099,59,-0.84375
12164433,1868571,164398432,53099,59,-0.84375
12165433,1868571,164398432,53099,79,-0.84375
12166433,1868571,164398432,53099,68,-0.84375
12167433,1868571,164398432,53099,71,-0.84375
12168433,1868571,164398432,53099,54,-0.84375
12169433,1868571,164398432,53099,62,-0.84375
12170433,1868571,164398432,53099,73,-0.84375
12171433,1868571,164398432,53099,62,-0.84375
12172433,1868571,164398432,53099,59,-0.84375
12173433,1868571,164398432,53099,68,-0.84375
12174433,1868571,164398432,53099,79,-0.84375
12175433,1868571,164398432,53099,65,-0.84375
12176433,1868571,164398432,53099,73,-0.84375
12177433,1868571,164398432,53099,76,-0.84375
12178433,1868571,164398432,53099,71,-0.84375
12179433,1868571,164398432,53099,65,-0.84375
12180433,1868571,164398432,53099,73,-0.84375
12181183,1868571,164398432,53099,62,-0.84375
12182433,1868571,164398432,53099,59,-0.84375
12183433,1868571,164398432,53099,59,-0.84375
12184433,1868571,164398432,53099,65,-0.84375
12185433,1868571,164398432,53099,85,-0.84375
12186433,1868571,164398432,53099,56,-0.84375
12187433,1868571,164398432,53099,68,-0.84375
12188433,1868571,164398432,53099,79,-0.84375
12189433,1868571,164398432,53099,82,-0.84375
12190433,1868571,164398432,53099,73,-0.84375
12191432,1868571,164398432,53099,85,-0.84375
12192433,1868571,164398432,53099,79,-0.84375
12193433,1868571,164398432,53099,73,-0.84375
12194433,1868571,164398432,53099,73,-0.84375
12195433,1868915,164398432,53099,59,-0.84375
12196433,1868915,164398432,53099,65,-0.84375
12197433,1868915,164398432,53099,56,-0.84375
12198433,1868915,164398432,53099,56,-0.84375
12199433,1868915,164398432,53099,48,-0.84375
12200433,1868915,164398432,53099,42,-0.84375
12201433,1868915,164398432,53099,48,-0.84375
12202433,1868915,164433889,53099,42,-0.84375
12203433,1868915,164433889,53099,48,-0.84375
12204433,1868915,164433889,53099,54,-0.84375
12205433,1868915,164433889,53099,48,-0.84375
12206433,1868915,164433889,53099,48,-0.84375
12207433,1868915,164433889,53099,51,-0.84375
12208433,1868915,164433889,53099,51,-0.84375
12209432,1868915,164433889,48856,54,-0.84375
12210433,1868915,164433889,48856,56,-0.84375
12211433,1868915,164433889,48856,54,-0.84375
12212432,1868915,164433889,48856,59,-0.84375
12213433,1868915,164433889,48856,62,-0.84375
12214432,1868915,164433889,48856,62,-0.84375
12215433,1868915,164433889,48856,62,-0.84375
12216433,1868915,164433889,48856,62,-0.84375
12217433,1868915,164433889,48856,59,-0.84375
12218433,1868915,164433889,48856,56,-0.84375
12219433,1868915,164433889,48856,59,-0.84375
12220433,1868915,164433889,48856,54,-0.84375
12221433,1868915,164433889,48856,62,-0.84375
12222433,1868915,164433889,48856,56,-0.84375
12223433,1868915,164433889,48856,65,-0.84375
12224433,1868915,164433889,48856,56,-0.84375
12225433,1868915,164433889,48856,71,-0.84375
12226432,1868915,164433889,48856,56,-0.84375
12227433,1868915,164433889,48856,62,-0.84375
12228433,1868915,164433889,48856,62,-0.84375
12229433,1868915,164433889,48856,68,-0.84375
12230433,1868915,164433889,48856,65,-0.84375
12231433,1868915,164433889,48856,71,-0.84375
12232433,1868915,164433889,48856,68,-0.84375
12233434,1868915,164433889,48856,68,-0.84375
12234433,1868915,164433889,48856,65,-0.84375
12235183,1868915,164433889,48856,62,-0.84375
12236433,1868915,164433889,48856,54,-0.84375
12237433,1868915,164433889,48856,56,-0.84375
12238433,1868915,164433889,48856,56,-0.84375
12239433,1868915,164433889,48856,56,-0.84375
12240433,1868915,164433889,48856,62,-0.84375
12241433,1868915,164433889,48856,62,-0.84375
12242433,1868915,164433889,48856,76,-0.84375
12243433,1868915,164433889,48856,73,-0.84375
12244433,1868915,164433889,48856,65,-0.84375
12245433,1868915,164433889,48856,48,-0.84375
12246433,1868915,164433889,48856,68,-0.84375
12247433,1868915,164433889,48856,54,-0.84375
12248433,1868915,164433889,48856,54,-0.84375
12249433,1868915,164433889,48856,68,-0.84375
12250433,1868915,164433889,48856,71,-0.84375
12251433,1868915,164433889,48856,65,-0.84375
12252433,1868915,164433889,48856,51,-0.84375
12253433,1868915,164433889,48856,68,-0.84375
12254433,1868915,164433889,48856,62,-0.84375
12255433,1868915,164433889,48856,82,-0.84375
12256433,1868915,164433889,48856,68,-0.84375
12257433,1868915,164433889,48856,76,-0.84375
12258433,1868915,164433889,48856,76,-0.84375
12259433,1868915,164433889,48856,68,-0.84375
12260433,1868915,164433889,48856,68,-0.84375
12261433,1868915,164433889,48856,59,-0.84375
12262434,1868915,164433889,48856,54,-0.84375
12263434,1868915,164433889,48856,73,-0.84375
12264433,1868915,164433889,48856,54,-0.84375
12265434,1868915,164433889,48856,45,-0.84375
12266434,1868915,164433889,48856,51,-0.84375
12267433,1868915,164433889,48856,45,-0.84375
12268433,1868915,164433889,48856,45,-0.84375
12269433,1868915,164433889,48856,54,-0.84375
12270433,1868915,164433889,48856,42,-0.84375
12271433,1868915,164433889,48856,48,-0.84375
12272433,1868915,164433889,48856,51,-0.84375
12273433,1868915,164433889,48856,56,-0.84375
12274433,1868915,164433889,48856,59,-0.84375
12275433,1868915,164433889,48856,65,-0.84375
12276433,1868915,164433889,48856,51,-0.84375
12278433,1869286,164433889,48856,71,-0.84375
12279683,1869286,164433889,48856,65,-0.84375
12281933,1869286,164433889,48856,73,-0.84375
12283433,1869286,164433889,48856,71,-0.84375
12284433,1869286,164433889,48856,73,-0.84375
12285433,1869286,164470193,48856,65,-0.84375
12286683,1869286,164470193,48856,79,-0.84375
12287433,1869286,164470193,48856,87,-0.84375
12288433,1869286,164470193,48856,79,-0.84375
12289433,1869286,164470193,48856,85,-0.84375
12290433,1869286,164470193,48856,79,-0.84375
12291433,1869286,164470193,48856,76,-0.84375
12292433,1869286,164470193,48856,79,-0.84375
12293433,1869286,164470193,50462,65,-0.84375
12294433,1869286,164470193,50462,76,-0.84375
12295433,1869286,164470193,50462,73,-0.84375
12296433,1869286,164470193,50462,68,-0.84375
12297433,1869286,164470193,50462,73,-0.84375
12298433,1869286,164470193,50462,62,-0.84375
12299433,1869286,164470193,50462,68,-0.84375
12300433,1869286,164470193,50462,59,-0.84375
12301433,1869286,164470193,50462,42,-0.84375
12302433,1869286,164470193,50462,62,-0.84375
12303433,1869286,164470193,50462,62,-0.84375
12304432,1869286,164470193,50462,56,-0.84375
12305433,1869286,164470193,50462,73,-0.84375
12306433,1869286,164470193,50462,65,-0.84375
12307433,1869286,164470193,50462,73,-0.84375
12308433,1869286,164470193,50462,62,-0.84375
12309433,1869286,164470193,50462,76,-0.84375
12310433,1869286,164470193,50462,71,-0.84375
12311433,1869286,164470193,50462,56,-0.84375
12312433,1869286,164470193,50462,59,-0.84375
12313433,1869286,164470193,50462,59,-0.84375
12314182,1869286,164470193,50462,68,-0.84375
12315183,1869286,164470193,50462,73,-0.84375
12316433,1869286,164470193,50462,65,-0.84375
12317432,1869286,164470193,50462,71,-0.84375
12318433,1869286,164470193,50462,76,-0.84375
12319433,1869286,164470193,50462,73,-0.84375
12320433,1869286,164470193,50462,82,-0.84375
12321433,1869286,164470193,50462,76,-0.84375
12322433,1869286,164470193,50462,76,-0.84375
12323433,1869286,164470193,50462,85,-0.84375
12324433,1869286,164470193,50462,82,-0.84375
12325433,1869286,164470193,50462,71,-0.84375
12326433,1869286,164470193,50462,73,-0.84375
12327183,1869286,164470193,50462,62,-0.84375
12328433,1869286,164470193,50462,62,-0.84375
12329433,1869286,164470193,50462,59,-0.84375
12330434,1869286,164470193,50462,56,-0.84375
12331433,1869286,164470193,50462,59,-0.84375
12332433,1869286,164470193,50462,51,-0.84375
12333433,1869286,164470193,50462,48,-0.84375
12334433,1869286,164470193,50462,54,-0.84375
12335433,1869286,164470193,50462,45,-0.84375
12336433,1869286,164470193,50462,42,-0.84375
12337433,1869286,164470193,50462,48,-0.84375
12338433,1869286,164470193,50462,48,-0.84375
12339433,1869286,164470193,50462,45,-0.84375
12340433,1869286,164470193,50462,56,-0.84375
12341432,1869286,164470193,50462,62,-0.84375
12342433,1869286,164470193,50462,68,-0.84375
12343433,1869286,164470193,50462,65,-0.84375
12344433,1869286,164470193,50462,68,-0.84375
12345433,1869286,164470193,50462,68,-0.84375
12346433,1869286,164470193,50462,65,-0.84375
12347433,1869286,164470193,50462,65,-0.84375
12348433,1869286,164470193,50462,71,-0.84375
12349433,1869286,164470193,50462,76,-0.84375
12350433,1869286,164470193,50462,76,-0.84375
12351183,1869286,164470193,50462,68,-0.84375
12352433,1869286,164470193,50462,73,-0.84375
12353433,1869286,164470193,50462,65,-0.84375
12354433,1869286,164470193,50462,65,-0.84375
12355433,1869286,164470193,50462,71,-0.84375
12356433,1869286,164470193,50462,68,-0.84375
12357433,1869645,164470193,50462,62,-0.84375
12358433,1869645,164470193,50462,54,-0.84375
12359433,1869645,164470193,50462,62,-0.84375
12360433,1869645,164470193,50462,54,-0.84375
12361433,1869645,164470193,50462,71,-0.84375
12362433,1869645,164470193,50462,59,-0.84375
12363433,1869645,164470193,50462,51,-0.84375
12364433,1869645,164470193,50462,51,-0.84375
12365433,1869645,164505409,50462,51,-0.84375
12366433,1869645,164505409,50462,56,-0.84375
12367433,1869645,164505409,50462,48,-0.84375
12368433,1869645,164505409,50462,54,-0.84375
12369433,1869645,164505409,50462,59,-0.84375
12370433,1869645,164505409,50462,59,-0.84375
12371433,1869645,164505409,50462,54,-0.84375
12372433,1869645,164505409,43932,65,-0.84375
12373433,1869645,164505409,43932,45,-0.84375
12374433,1869645,164505409,43932,62,-0.84375
12375433,1869645,164505409,43932,54,-0.84375
12376433,1869645,164505409,43932,65,-0.84375
12377433,1869645,164505409,43932,56,-0.84375
12378433,1869645,164505409,43932,65,-0.84375
12379432,1869645,164505409,43932,59,-0.84375
12380433,1869645,164505409,43932,59,-0.84375
12381433,1869645,164505409,43932,68,-0.84375
12382433,1869645,164505409,43932,71,-0.84375
